product_id,url,name,sku,price,category_name
100171,https://www.glamira.co.uk/catalog/product/view/id/100171,Kid's Ring Tryna,KDR-042,267.000000,Rings
100180,https://www.glamira.co.uk/catalog/product/view/id/100180,Kid's Ring Ponmile,KDR-051,319.000000,Rings
100193,https://www.glamira.co.uk/catalog/product/view/id/100193,Women's Wedding Ring Adore Garden 8 mm,FCW-001-8W,978.000000,Women’s Wedding Rings
100189,https://www.glamira.co.uk/catalog/product/view/id/100189,Men's Wedding Ring Adore Garden 6 mm,FCW-001-6M,808.000000,Men’s Wedding Rings
100195,https://www.glamira.co.uk/catalog/product/view/id/100195,Men's Ring Adore Garden 10 mm,FCW-001-10M,1442.000000,
100175,https://www.glamira.co.uk/catalog/product/view/id/100175,Kid's Ring Chans,KDR-046,258.000000,Rings
100192,https://www.glamira.co.uk/catalog/product/view/id/100192,Men's Wedding Ring Adore Garden 8 mm,FCW-001-8M,1190.000000,Men’s Wedding Rings
100190,https://www.glamira.co.uk/catalog/product/view/id/100190,Women's Wedding Ring Adore Garden 6 mm,FCW-001-6W,708.000000,Women’s Wedding Rings
100194,https://www.glamira.co.uk/catalog/product/view/id/100194,Adore Garden 10 mm,FCW-001-10,2689.000000,
100199,https://www.glamira.co.uk/catalog/product/view/id/100199,Women's Wedding Ring Bright Spell 5 mm,FCW-002-5W,678.000000,Women’s Wedding Rings
100196,https://www.glamira.co.uk/catalog/product/view/id/100196,Women's Ring Adore Garden 10 mm,FCW-001-10W,1248.000000,
100200,https://www.glamira.co.uk/catalog/product/view/id/100200,Wedding Ring Bright Spell 6 mm,FCW-002-6,1629.000000,Wedding Rings
100197,https://www.glamira.co.uk/catalog/product/view/id/100197,Wedding Ring Bright Spell 5 mm,FCW-002-5,1402.000000,Wedding Rings
100191,https://www.glamira.co.uk/catalog/product/view/id/100191,Wedding Ring Adore Garden 8 mm,FCW-001-8,2169.000000,Wedding Rings
100198,https://www.glamira.co.uk/catalog/product/view/id/100198,Men's Wedding Ring Bright Spell 5 mm,FCW-002-5M,723.000000,Men’s Wedding Rings
100173,https://www.glamira.co.uk/catalog/product/view/id/100173,Kid's Ring Zayne,KDR-044,267.000000,Rings
100188,https://www.glamira.co.uk/catalog/product/view/id/100188,Wedding Ring Adore Garden 6 mm,FCW-001-6,1517.000000,Wedding Rings
100204,https://www.glamira.co.uk/catalog/product/view/id/100204,Men's Wedding Ring Bright Spell 8 mm,FCW-002-8M,1073.000000,Men’s Wedding Rings
100202,https://www.glamira.co.uk/catalog/product/view/id/100202,Women's Wedding Ring Bright Spell 6 mm,FCW-002-6W,793.000000,Women’s Wedding Rings
100205,https://www.glamira.co.uk/catalog/product/view/id/100205,Women's Wedding Ring Bright Spell 8 mm,FCW-002-8W,1012.000000,Women’s Wedding Rings
100201,https://www.glamira.co.uk/catalog/product/view/id/100201,Men's Wedding Ring Bright Spell 6 mm,FCW-002-6M,836.000000,Men’s Wedding Rings
100207,https://www.glamira.co.uk/catalog/product/view/id/100207,Men's Ring Bright Spell 10 mm,FCW-002-10M,1371.000000,
100203,https://www.glamira.co.uk/catalog/product/view/id/100203,Wedding Ring Bright Spell 8 mm,FCW-002-8,2085.000000,Wedding Rings
100206,https://www.glamira.co.uk/catalog/product/view/id/100206,Bright Spell 10 mm,FCW-002-10,2679.000000,
100213,https://www.glamira.co.uk/catalog/product/view/id/100213,Men's Wedding Ring Fantastic Bright Ribbon 5 mm,FCW-004-5M,778.000000,Men’s Wedding Rings
